student_id,attendance_pct,cat1_score,cat2_score,assignment_avg,practical_avg,lms_activity_pct,study_hours_week,final_exam_score,overall_mark,pass_fail
EICN/2024/6895,70,15,9,70,67,73,3.9,33,42.2,1
EICN/2025/9520,70,13,20,57,66,81,10.5,49,53.3,1
EICN/2015/2390,69,20,16,48,46,63,12.1,31,42.9,1
EICN/2016/9055,79,14,4,72,58,100,11.6,59,51.5,1
EICN/2019/0977,90,20,20,66,69,78,11.7,64,65.5,1
EICN/2024/8870,81,15,19,64,59,91,12.6,39,48.8,1
EICN/2016/3066,48,3,24,46,59,64,4,43,45.5,1
EICN/2022/3929,73,12,7,62,62,60,13.6,36,39.9,0
EICN/2015/4979,86,15,7,72,68,100,6.4,51,50.5,1
EICN/2015/9921,75,13,15,46,56,61,8.7,28,38.2,0
EICN/2020/2302,67,10,22,65,64,78,9.4,30,43.9,1
EICN/2018/7936,91,19,8,81,84,100,3.8,30,45,1
EICN/2017/1615,60,10,16,37,33,52,12.5,31,35.5,0
EICN/2025/7694,78,10,2,73,87,79,6,15,29.5,0
EICN/2016/6227,75,18,16,66,82,86,8,41,52.3,1
EICN/2022/4282,87,17,21,75,76,83,6.5,35,51.6,1
EICN/2024/9928,85,21,8,71,61,74,13.5,47,51.2,1
EICN/2018/0821,76,13,20,52,40,52,10.4,46,48.7,1
EICN/2021/9913,90,18,25,61,70,72,9.9,55,62.1,1
EICN/2021/6361,69,17,22,61,65,65,12.5,52,58.1,1
EICN/2020/4600,81,16,4,73,54,87,14.3,48,46.7,1
EICN/2023/1728,55,16,19,43,43,41,12.2,36,44.1,1
EICN/2019/1487,61,15,20,68,84,81,8,55,60.2,1
EICN/2022/8104,88,20,11,77,79,90,11,43,52.6,1
EICN/2024/7724,93,23,7,49,48,69,13.1,26,37.7,0
EICN/2018/3810,88,17,11,74,80,82,8.1,47,52.9,1
EICN/2015/5442,67,10,7,51,52,65,8.4,23,30.3,0
EICN/2017/4790,92,19,9,70,67,100,10,46,50.7,1
EICN/2024/7334,68,9,24,68,62,77,13.5,44,51.5,1
EICN/2019/9611,69,16,16,68,59,70,7.1,44,50.7,1
EICN/2019/9585,85,17,12,66,37,82,14.7,48,48.8,1
EICN/2016/5788,96,19,10,83,82,100,8.7,53,57.5,1
EICN/2024/7106,82,12,26,54,59,57,11.5,53,56.8,1
EICN/2021/8433,92,23,19,83,91,100,12,52,64.4,1
EICN/2022/8920,78,12,11,65,63,81,18.7,36,42.3,1
EICN/2024/3323,67,8,17,56,58,78,13,30,38.9,0
EICN/2016/0405,99,29,11,75,77,93,12.4,55,62.7,1
EICN/2017/2596,71,11,21,60,57,78,6.4,51,53.2,1
EICN/2019/8535,87,21,13,72,76,79,10.4,40,51.8,1
EICN/2023/2775,88,19,19,69,63,93,4,48,56.2,1
EICN/2025/7097,61,8,18,62,66,68,8.2,32,41.8,1
EICN/2024/7167,77,16,12,59,64,75,10.9,46,49.3,1
EICN/2019/7328,78,19,12,52,50,65,12,40,45.7,1
EICN/2015/8126,73,17,27,43,37,58,11,44,52,1
EICN/2023/8653,74,16,20,56,45,70,4.5,37,46.6,1
EICN/2019/4382,93,22,22,65,63,86,10.2,37,53.3,1
EICN/2015/3629,89,24,16,83,79,100,12.3,53,62.7,1
EICN/2018/4803,99,21,30,67,93,80,5.1,47,65,1
EICN/2024/0675,90,20,27,45,33,46,8.1,60,61.3,1
EICN/2020/3381,90,23,13,71,50,74,11.5,53,56.6,1
EICN/2021/7749,82,19,19,72,66,84,9.5,47,56.3,1
EICN/2019/2761,78,17,17,63,60,73,13.5,44,51.3,1
EICN/2016/1623,67,14,20,61,59,61,11.8,49,53.5,1
EICN/2024/4018,75,21,14,62,74,76,6.4,45,53.6,1
EICN/2022/3496,82,19,19,72,83,92,11.7,55,62,1
EICN/2018/5973,76,20,23,64,61,74,13,52,60,1
EICN/2016/4259,79,18,16,80,74,100,10.2,62,63.4,1
EICN/2024/5897,75,18,12,80,75,89,14,60,60.5,1
EICN/2025/4624,83,13,28,56,57,71,12.7,55,59.3,1
EICN/2025/0021,56,10,17,53,51,56,7.5,33,40.4,1
EICN/2018/2962,85,8,17,83,76,93,9.8,45,50.9,1
EICN/2024/0841,77,17,25,57,60,79,4.3,49,57.2,1
EICN/2025/9972,84,16,17,63,55,80,7.8,34,45.3,1
EICN/2021/8683,80,13,8,70,79,81,3.7,35,42.9,1
EICN/2016/3426,70,17,20,57,40,55,7.2,55,55.7,1
EICN/2015/5426,85,20,22,78,85,100,14.2,56,65.3,1
EICN/2025/8894,72,12,20,53,48,53,13.6,50,51.1,1
EICN/2024/4532,72,17,14,60,65,81,7.8,37,46.5,1
EICN/2025/3299,93,12,10,84,85,100,9,41,48.4,1
EICN/2025/1133,73,6,28,52,58,60,9.1,39,47.5,1
EICN/2018/0863,62,15,14,52,57,49,4,29,39.9,0
EICN/2023/4265,52,14,14,43,56,55,7.1,21,34.4,0
EICN/2015/9525,78,13,20,89,85,100,9.3,63,65.4,1
EICN/2016/4904,74,20,16,65,63,75,4.9,49,55.3,1
EICN/2025/1518,71,7,22,80,88,94,3.8,45,53.8,1
EICN/2022/5702,71,17,23,68,61,70,2.4,40,52.9,1
EICN/2019/7527,94,24,13,79,98,97,10.7,60,66.2,1
EICN/2024/8229,62,9,19,51,41,67,13.5,42,44.2,1
EICN/2016/6475,70,10,18,47,62,64,8.6,36,42.9,1
EICN/2025/6730,81,17,21,64,64,76,9.2,51,57.3,1
EICN/2018/8014,88,15,8,81,91,91,7.6,42,49.7,1
EICN/2023/5860,97,16,15,75,59,100,7.5,38,47.9,1
EICN/2015/2967,88,17,13,67,70,75,3.3,24,40.7,1
EICN/2017/4023,83,18,16,76,60,81,11.8,44,52.6,1
EICN/2015/6193,76,11,16,40,34,54,8.5,25,33.4,0
EICN/2024/5027,66,16,16,63,68,71,7.9,40,49.1,1
EICN/2017/5582,78,17,23,49,53,68,10.8,49,54.7,1
EICN/2015/3833,56,12,23,53,61,62,12.8,54,55.9,1
EICN/2020/9314,63,13,18,56,48,54,8.3,44,47.9,1
EICN/2022/9659,79,11,22,52,47,74,8.1,43,47.9,1
EICN/2019/6963,81,14,16,75,54,87,13.2,45,50.4,1
EICN/2019/9806,70,15,18,52,62,74,9.6,59,57.4,1
EICN/2016/8247,89,18,21,63,64,79,6.1,57,60.7,1
EICN/2015/0797,81,11,19,50,54,70,13.2,53,51.9,1
EICN/2017/8236,46,14,20,32,47,44,8.2,33,41.4,1
EICN/2025/3707,61,13,25,40,36,33,10.7,43,48.1,1
EICN/2020/2700,99,23,13,74,94,88,8.3,50,59.8,1
EICN/2025/2774,75,14,26,66,71,91,10.9,56,61.7,1
EICN/2016/0768,68,14,26,62,46,66,9.8,50,55.8,1
EICN/2020/7131,71,18,19,57,66,58,10.5,56,58.8,1
EICN/2018/5614,91,24,11,67,68,76,11.3,56,59,1
EICN/2020/3353,83,19,16,59,64,74,13,40,49.8,1
EICN/2024/8423,91,12,15,69,51,89,7.6,45,48,1
EICN/2018/6247,90,23,15,58,71,79,14.6,58,60.9,1
EICN/2025/9114,79,13,15,74,77,95,7.2,29,43.6,1
EICN/2018/4174,80,16,14,67,78,86,19.4,62,60.5,1
EICN/2015/7625,98,18,14,76,90,100,7.1,44,54.6,1
EICN/2015/3059,92,19,13,71,69,95,11.5,45,52.5,1
EICN/2025/8759,80,16,27,60,56,78,11.9,45,55.6,1
EICN/2022/9583,98,19,16,84,76,100,12.7,55,61,1
EICN/2025/9959,71,15,19,58,62,58,19.9,50,54,1
EICN/2021/9306,95,17,10,89,100,100,6.9,50,57.4,1
EICN/2022/8858,69,10,26,38,38,54,14.8,46,48.6,1
EICN/2021/2400,89,16,6,46,50,66,8.8,35,38.1,0
EICN/2017/5063,95,15,9,66,74,93,16.3,36,44,1
EICN/2021/2824,54,13,21,56,54,57,4,43,49.5,1
EICN/2019/1388,92,24,16,81,81,100,8.8,65,68.7,1
EICN/2023/7690,88,23,14,84,71,100,10.7,62,65,1
EICN/2022/3814,95,22,15,80,80,96,7.9,61,65,1
EICN/2023/8044,67,16,24,39,24,54,9.8,34,43.3,1
EICN/2020/1520,85,14,16,63,46,83,10.9,42,46.9,1
EICN/2020/1993,71,7,6,54,50,59,12.9,31,32.4,0
EICN/2020/6261,100,15,18,80,59,86,6.4,54,57.4,1
EICN/2019/8610,69,14,19,53,37,62,6.8,35,43,1
EICN/2022/4109,93,27,11,85,85,93,12.7,54,63,1
EICN/2020/8774,100,18,23,62,91,79,15.8,56,63.8,1
EICN/2022/8572,78,14,13,48,30,52,11.1,38,40.3,1
EICN/2022/4813,70,12,26,56,54,70,11.6,41,50.5,1
EICN/2016/8318,93,19,11,84,64,91,9,53,56.3,1
EICN/2016/4100,86,17,15,69,71,88,10.6,46,53,1
EICN/2020/1101,63,13,13,59,58,75,14.5,49,49.2,1
EICN/2016/4635,76,21,19,66,90,74,3.9,44,57.6,1
EICN/2023/7402,93,21,18,78,80,100,2.1,66,68.3,1
EICN/2025/4676,88,23,20,69,56,78,10,59,63.5,1
EICN/2018/4664,59,20,22,75,82,92,16.3,48,60.7,1
EICN/2024/5354,56,10,19,38,28,48,11.5,18,30.1,0
EICN/2022/1617,78,17,22,45,34,55,16.9,50,52.4,1
EICN/2021/4390,63,12,3,52,55,72,1.1,24,30.2,0
EICN/2020/1084,64,13,29,47,45,59,14.8,54,57.2,1
EICN/2020/6855,85,8,19,82,79,96,2.3,40,49.6,1
EICN/2019/3807,93,19,21,70,67,100,10,53,60.2,1
EICN/2019/0943,59,2,18,54,46,55,12.8,43,41.5,1
EICN/2018/5907,82,20,11,76,77,100,10.4,46,53.8,1
EICN/2023/8911,76,6,21,82,87,96,10.3,55,57.9,1
EICN/2017/6677,83,17,24,67,65,79,12.7,49,58.2,1
EICN/2022/1480,84,15,20,56,54,70,12.1,60,58.5,1
EICN/2023/9511,70,14,30,64,73,77,11.8,46,58.7,1
EICN/2024/6797,57,7,12,44,53,52,13.2,26,32.2,0
EICN/2025/2061,92,17,16,64,70,83,10.3,45,52.4,1
EICN/2025/5517,98,16,21,77,80,100,15.3,61,64.7,1
EICN/2016/4391,59,17,2,81,96,89,9.6,37,45.7,1
EICN/2017/5366,100,25,11,84,71,95,7,52,59.5,1
EICN/2017/4951,88,16,24,58,48,78,2.5,48,54.6,1
EICN/2021/3733,61,11,8,49,43,49,11.1,42,39.7,0
EICN/2017/1343,81,19,18,58,43,75,8.1,32,44.6,1
EICN/2017/2581,74,15,22,90,78,100,7,53,61.8,1
EICN/2025/4696,70,12,14,61,59,64,22,46,48,1
EICN/2023/6724,64,10,14,54,42,70,13.4,48,45.6,1
EICN/2020/0936,84,7,18,75,90,84,15.1,43,50.5,1
EICN/2015/5896,79,14,21,52,56,71,15,55,55.8,1
EICN/2017/8310,78,18,16,71,82,85,5.1,40,52.3,1
EICN/2024/5162,77,17,15,73,83,85,14.2,39,51.1,1
EICN/2025/8535,94,13,16,72,71,81,12.6,40,48.8,1
EICN/2016/6404,82,15,23,60,64,74,16.8,57,59.9,1
EICN/2024/2492,75,7,19,52,44,71,8.8,36,40.6,1
EICN/2018/6224,62,8,17,38,54,32,7.3,22,32.7,0
EICN/2022/8340,66,20,15,49,45,59,7.3,34,43.9,1
EICN/2021/1277,95,20,22,71,61,100,15.6,57,62.7,1
EICN/2019/0353,76,18,18,73,66,93,15.5,42,52.9,1
EICN/2023/3252,98,16,15,47,38,65,11.1,42,45,1
EICN/2023/2785,78,16,19,56,76,63,11.9,47,54.2,1
EICN/2018/1986,78,15,21,82,93,100,16.8,50,60.5,1
EICN/2023/6317,83,14,21,60,49,64,9.8,48,52.4,1
EICN/2020/5458,74,18,12,51,48,54,13.7,39,44.4,1
EICN/2016/9900,80,16,17,60,62,77,2.6,37,47.2,1
EICN/2019/9077,72,8,28,81,80,100,6.1,46,57.1,1
EICN/2025/3659,76,17,18,48,59,66,6.1,31,43.7,1
EICN/2016/5957,64,10,15,71,69,88,21.8,41,47,1
EICN/2025/8723,79,21,23,79,78,96,9.9,47,61.2,1
EICN/2019/9519,83,19,5,69,72,76,14.2,46,49.1,1
EICN/2019/5794,93,21,12,82,85,91,8.5,54,60.2,1
EICN/2018/2280,100,25,28,87,96,100,8.7,56,72.8,1
EICN/2015/8281,89,25,24,83,82,100,3.8,61,71.5,1
EICN/2025/7121,72,15,23,60,44,76,13.7,54,56.4,1
EICN/2016/4189,53,7,15,27,20,34,8.8,21,26.2,0
EICN/2024/0016,83,10,9,66,56,76,16.7,38,40.7,1
EICN/2020/2840,78,19,12,70,76,75,10.7,46,53.1,1
EICN/2025/4845,100,20,10,84,70,97,10.3,46,53.4,1
EICN/2017/0705,75,18,28,52,47,74,15.8,43,54.4,1
EICN/2018/4886,58,14,9,58,50,61,5.5,29,36.8,0
EICN/2024/6877,77,15,15,70,71,87,10.7,30,44.1,1
EICN/2020/9358,86,15,23,64,65,67,6.9,45,54.4,1
EICN/2022/2837,92,20,21,83,64,100,13.9,49,59.7,1
EICN/2021/1393,88,13,11,83,66,100,10.3,51,52.4,1
EICN/2024/2494,85,23,29,75,71,98,5.8,61,71.1,1
EICN/2025/7710,89,17,18,74,89,100,11.1,42,54.8,1
EICN/2019/9013,93,20,19,78,95,100,7.6,62,67.8,1
EICN/2022/4115,94,15,10,55,58,69,10.1,28,37.8,0
EICN/2020/0095,99,25,21,61,71,72,8.2,52,62.2,1
EICN/2017/2940,69,17,15,71,71,100,9.1,45,52.7,1
EICN/2017/7172,85,19,17,82,76,100,22.4,64,65.8,1
EICN/2016/7157,92,22,15,77,64,83,4.6,53,59.1,1
EICN/2022/5301,66,12,25,56,55,64,7.4,49,54.1,1
EICN/2023/1540,82,16,13,59,54,76,16.4,57,54.3,1
EICN/2018/3088,97,18,13,66,54,73,10.3,62,58.5,1
EICN/2016/5796,75,12,26,68,59,96,11.2,47,55.2,1
EICN/2023/0027,56,13,16,50,34,66,8.6,45,45.4,1
EICN/2025/2081,79,16,23,73,72,78,11.6,56,62,1
EICN/2017/9384,73,13,27,56,49,71,10.7,62,61.5,1
EICN/2018/3244,80,18,16,75,71,86,6,42,52.6,1
EICN/2023/7646,90,26,12,65,60,83,10.8,50,56.5,1
EICN/2015/4607,81,21,19,72,74,93,12.6,39,54.1,1
EICN/2017/9824,78,21,22,52,32,73,7.9,55,57.4,1
EICN/2018/2384,78,15,21,75,62,81,7.1,47,55.2,1
EICN/2021/8982,91,25,26,79,70,100,4.9,54,67.4,1
EICN/2023/0132,83,13,21,54,46,66,7.2,36,45,1
EICN/2022/8434,51,9,13,25,31,31,10.1,21,27.1,0
EICN/2024/6162,80,8,20,72,92,96,7.7,53,56.9,1
EICN/2024/9426,78,22,16,52,65,54,7.3,47,54.2,1
EICN/2025/9944,77,13,15,67,75,90,1,43,49.7,1
EICN/2018/2328,94,25,17,88,91,100,2.4,43,60.4,1
EICN/2015/4071,57,11,25,54,64,63,2.4,32,45.8,1
EICN/2022/5816,67,8,17,60,56,65,10.1,26,37.1,0
EICN/2017/9888,84,18,17,51,55,72,11.8,55,55.6,1
EICN/2023/0116,63,12,8,76,85,100,15.9,35,43.6,1
EICN/2021/1979,79,18,26,47,49,66,10.1,49,56.1,1
EICN/2015/6305,56,4,20,43,52,41,3.8,47,45,1
EICN/2020/2041,70,9,27,65,57,86,7.7,53,56.7,1
EICN/2018/5746,76,21,27,86,96,97,12.4,62,73.2,1
EICN/2016/3620,93,15,9,85,87,100,16.4,38,48.2,1
EICN/2023/0097,85,18,22,55,52,72,6.4,62,61.7,1
EICN/2023/6197,67,14,26,67,63,86,12,41,53.5,1
EICN/2016/4552,80,26,21,68,67,74,9.7,55,64.5,1
EICN/2022/2414,81,17,6,86,84,100,12.4,51,54,1
EICN/2015/2305,76,15,20,60,93,83,13.8,56,60.8,1
EICN/2015/1799,78,16,17,61,62,78,1.2,46,51.8,1
EICN/2020/0622,80,17,27,69,70,75,9.8,62,66.9,1
EICN/2021/4968,81,22,21,64,67,83,6.1,62,65.6,1
EICN/2016/7404,90,14,30,71,76,100,11.8,56,64.7,1
EICN/2018/8175,69,17,23,59,69,68,5.2,39,52.3,1
EICN/2024/5816,84,17,15,64,64,86,16.9,52,54.8,1
EICN/2024/9993,73,14,15,54,49,73,19.9,51,50.3,1
EICN/2022/8811,96,17,7,76,70,93,4.6,51,52.1,1
EICN/2016/2746,80,15,17,71,64,84,6.3,58,58.5,1
EICN/2016/6147,82,14,16,56,46,69,8.6,51,50.7,1
EICN/2016/5406,100,21,19,83,89,91,9.8,60,67.2,1
EICN/2017/4722,97,17,14,75,66,100,13.3,50,54.6,1
EICN/2020/5755,63,7,17,25,45,36,11.9,28,33,0
EICN/2021/2044,86,18,14,55,50,63,7.5,44,48.5,1
EICN/2018/0658,70,9,15,50,59,53,9.3,42,43.9,1
EICN/2021/9721,84,15,17,79,72,87,10.8,45,53.6,1
EICN/2021/9550,83,21,8,53,47,70,14.8,46,47.5,1
EICN/2022/3000,79,10,22,64,72,82,9,40,49.6,1
EICN/2025/2041,72,11,19,71,70,82,2.6,39,48.6,1
EICN/2016/6367,95,17,27,66,60,72,10,52,60.6,1
EICN/2016/0957,77,12,5,68,51,73,8.7,35,37.9,0
EICN/2023/3990,86,20,7,73,81,97,12.7,43,50.4,1
EICN/2025/9254,95,13,22,72,81,87,10.3,50,57.8,1
EICN/2020/4134,64,11,16,41,39,49,7.8,42,42.5,1
EICN/2021/2823,84,17,13,72,66,100,7.3,46,51.8,1
EICN/2020/1300,83,21,25,54,43,61,8.6,51,58.2,1
EICN/2016/6271,75,17,16,62,63,71,5.3,39,48.5,1
EICN/2016/7377,99,25,17,87,83,100,5.3,63,69.5,1
EICN/2022/2954,79,21,22,68,70,83,6.2,47,58.8,1
EICN/2024/6410,83,22,29,74,57,82,12.5,70,73.6,1
EICN/2025/4120,77,19,16,65,32,83,18.8,53,53.7,1
EICN/2017/2927,77,12,17,67,76,68,5.7,48,52.8,1
EICN/2015/4927,74,11,16,68,82,75,3.5,42,49.5,1
EICN/2024/5602,57,18,15,43,48,61,11.5,54,52.6,1
EICN/2017/4102,92,19,22,70,61,94,6.7,48,57.6,1
EICN/2021/4906,84,17,22,65,62,86,12.4,70,67.2,1
EICN/2020/2633,54,13,26,58,57,54,10.8,61,61.5,1
EICN/2020/6580,76,13,19,52,49,65,7.9,41,46.6,1
EICN/2023/8605,86,17,21,70,88,81,17.4,58,63.8,1
EICN/2017/1378,90,24,21,67,86,90,9.2,63,69.3,1
EICN/2025/4278,81,14,29,68,58,80,8.9,34,51.1,1
EICN/2017/2060,77,16,22,49,54,66,9.7,66,62.3,1
EICN/2019/0568,76,17,10,64,60,72,3.3,26,38.9,0
EICN/2022/6671,66,16,11,49,49,59,13.8,52,49.3,1
EICN/2025/4231,68,10,13,51,53,63,14.5,48,45.9,1
EICN/2025/3037,66,5,6,50,60,60,11.4,32,32.5,0
EICN/2021/4756,89,21,0,73,72,99,9.6,48,49,1
EICN/2018/4649,74,20,24,37,52,51,10.8,49,55.4,1
EICN/2021/3459,52,12,10,47,38,58,12.9,41,40,1
EICN/2017/1573,77,18,22,71,75,100,6.6,47,58.1,1
EICN/2024/8386,74,16,20,28,42,40,6,28,39,0
EICN/2016/6350,67,13,16,53,43,75,11.4,44,46.1,1
EICN/2024/3223,66,13,17,63,57,71,9.1,47,50.5,1
EICN/2019/7001,65,20,11,55,58,61,11.1,47,50.3,1
EICN/2021/9603,79,20,29,62,71,62,8.7,35,55.3,1
EICN/2025/8270,84,20,24,61,61,74,4,56,62.2,1
EICN/2019/4713,91,19,26,52,47,72,14.4,59,61.9,1
EICN/2020/0131,60,10,22,47,57,50,7.6,24,38.4,0
EICN/2021/0219,81,20,22,82,84,97,14.4,53,64.1,1
EICN/2024/9059,76,15,8,52,53,70,7,39,41.5,1
EICN/2015/3351,60,14,15,71,79,86,8.7,57,58,1
EICN/2020/3885,73,16,29,71,47,95,6.8,57,62.8,1
EICN/2025/6495,88,27,7,62,71,80,9.2,57,58.8,1
EICN/2017/1220,72,14,11,50,50,53,16.9,47,46,1
EICN/2023/3155,70,18,17,64,93,71,4.9,41,53.7,1
EICN/2023/8595,77,21,15,67,82,81,10,62,63.9,1
EICN/2021/1792,64,18,13,59,61,75,5,34,44.5,1
EICN/2015/8292,92,21,14,80,79,100,3.6,40,53.4,1
EICN/2017/3310,100,20,18,66,62,78,16.6,63,63.3,1
EICN/2020/9250,68,15,22,54,50,55,8,40,48.9,1
EICN/2021/0513,93,20,19,79,76,100,7.7,54,62,1
EICN/2019/6519,85,16,20,63,51,68,2.3,39,48.9,1
EICN/2017/9643,84,20,12,75,100,84,14.3,57,62,1
EICN/2016/2670,71,12,16,60,53,66,14.8,53,51.8,1
EICN/2015/4487,69,12,26,44,46,58,6.3,42,49,1
EICN/2025/6149,76,21,5,73,79,100,7.6,48,52.2,1
EICN/2018/9117,87,12,6,68,65,84,16,49,46.8,1
EICN/2024/4704,82,18,20,75,71,80,6.2,38,52.6,1
EICN/2017/4611,80,23,14,61,66,86,6.1,53,57.7,1
EICN/2022/5755,66,15,22,43,50,49,13.1,44,49.8,1
EICN/2019/7173,55,16,26,60,60,59,11,42,54,1
EICN/2020/3653,63,17,10,55,48,68,10.4,46,46.8,1
EICN/2018/0509,58,8,20,61,56,77,14.7,48,49.7,1
EICN/2023/8443,77,23,22,61,60,68,8.6,45,57.1,1
EICN/2019/8636,58,6,13,26,20,34,5,17,22.6,0
EICN/2016/0062,68,18,11,63,63,63,6.9,54,54.1,1
EICN/2024/5550,53,9,21,49,51,51,13.2,44,47,1
EICN/2023/0148,90,11,24,49,52,69,15.2,47,51.1,1
EICN/2024/4581,88,12,18,75,72,95,14.8,50,54.7,1
EICN/2018/3519,88,17,21,60,66,75,1.5,39,51.1,1
EICN/2021/1125,80,15,19,61,69,72,14.8,50,55,1
EICN/2025/0506,85,13,16,67,59,84,11.6,44,49.1,1
EICN/2016/1515,90,22,2,76,89,94,13.2,49,53,1
EICN/2020/4201,56,18,5,51,58,52,9.9,41,42.9,1
EICN/2018/7687,85,12,10,48,35,60,9.3,50,44.3,1
EICN/2016/2480,67,16,12,89,71,100,16,47,53.5,1
EICN/2021/5699,67,22,10,60,53,70,10.3,32,43.3,1
EICN/2015/0220,59,17,30,66,60,80,4.6,50,61.1,1
EICN/2017/0762,86,21,22,70,90,89,5.8,54,64.5,1
EICN/2017/1256,80,13,17,66,68,90,11.3,48,52.4,1
EICN/2020/4628,87,21,14,79,98,100,11.1,66,68.2,1
EICN/2020/2083,78,13,23,46,61,51,13.5,53,55.2,1
EICN/2016/5792,88,17,13,56,63,69,6.3,55,54.4,1
EICN/2023/0099,83,18,15,67,75,89,10.4,42,51.7,1
EICN/2023/3101,89,16,24,63,62,81,19.9,57,61,1
EICN/2017/7866,81,10,21,62,66,85,9.9,49,52.8,1
EICN/2015/2364,67,10,19,45,49,64,9.3,43,45.4,1
EICN/2015/9306,64,21,16,36,45,46,16.1,64,58.6,1
EICN/2024/3778,78,16,15,82,86,93,14.4,46,55.3,1
EICN/2017/2374,70,15,22,66,62,72,8.2,45,53.8,1
EICN/2023/6082,86,15,20,61,63,85,11.1,46,52.9,1
EICN/2015/6063,84,12,27,54,50,53,5.9,48,53.9,1
EICN/2015/7509,53,9,20,47,43,66,8.8,31,39,0
EICN/2021/8306,83,22,6,76,86,98,7.9,40,50.2,1
EICN/2017/4299,85,19,14,62,64,61,10.1,49,53.6,1
EICN/2018/3730,74,21,20,60,59,71,12.4,45,54.9,1
EICN/2020/6222,83,15,21,73,70,90,7.2,58,61.3,1
EICN/2018/4973,82,16,13,64,63,72,14.2,46,50.2,1
EICN/2022/4795,72,16,23,81,73,92,17.3,66,67.9,1
EICN/2023/5986,65,16,24,62,43,73,12.4,49,55,1
EICN/2015/3788,80,14,19,65,50,73,12.2,43,49.5,1
EICN/2015/5577,81,12,16,78,75,100,10.3,42,50.3,1
EICN/2020/7322,85,14,6,73,64,81,5.1,48,47.7,1
EICN/2018/2918,66,14,18,49,44,49,19,56,53.3,1
EICN/2016/8171,51,10,12,45,40,36,22.8,41,40,1
EICN/2017/6974,75,15,30,45,46,56,8.9,65,64.1,1
EICN/2021/2038,69,11,27,60,67,71,4.4,49,56.2,1
EICN/2018/4988,86,24,22,89,89,100,9,67,74.3,1
EICN/2017/0221,63,14,21,81,88,96,6.6,60,64.4,1
EICN/2023/6210,57,14,21,57,59,61,11.2,55,56.6,1
EICN/2019/9132,86,19,14,57,51,76,9.2,44,49.3,1
EICN/2020/6874,68,9,26,58,46,72,7.4,47,51.4,1
EICN/2025/5416,57,9,15,57,64,66,6.7,26,37.1,0
EICN/2015/3841,92,15,12,63,67,86,9.6,44,48.5,1
EICN/2016/7413,68,22,10,34,37,47,11.7,33,39.6,0
EICN/2021/0814,82,18,27,56,51,76,10,50,58.2,1
EICN/2015/8131,89,12,19,86,71,100,12.7,35,48.7,1
EICN/2017/8870,87,25,19,77,56,98,15.7,55,62.8,1
EICN/2016/9542,76,9,15,61,66,62,3.7,27,38.2,0
EICN/2024/0388,82,17,17,63,62,66,14.8,55,57,1
EICN/2015/0208,75,18,17,69,69,74,13.5,51,56.8,1
EICN/2025/7963,86,11,15,67,61,91,8.3,41,46.3,1
EICN/2025/5769,71,11,8,39,27,46,9.1,43,37.6,0
EICN/2021/4828,66,16,18,62,74,86,7.3,48,54.6,1
EICN/2022/0543,71,13,17,49,49,64,12.3,40,44.8,1
EICN/2019/1987,87,17,20,82,75,89,9.7,51,59.7,1
EICN/2025/8344,96,13,13,80,63,100,8,52,53.3,1
EICN/2018/4325,84,19,15,68,78,70,10.1,37,50.1,1
EICN/2017/1401,83,18,13,53,61,51,8.9,36,44.9,1
EICN/2017/9269,85,16,19,63,69,77,10.2,50,55.7,1
EICN/2025/7315,85,17,11,55,47,74,11.4,38,43.2,1
EICN/2024/7928,87,14,14,63,70,72,16.3,36,45.3,1
EICN/2023/5651,90,18,19,68,62,83,10.3,64,63.5,1
EICN/2016/7004,95,21,29,77,71,100,13.5,71,75.3,1
EICN/2018/7918,92,19,20,88,100,100,17.1,51,63.8,1
EICN/2021/4024,79,12,14,41,58,48,6.1,32,38.9,0
EICN/2021/0559,77,10,9,65,65,75,10.8,37,41,1
EICN/2024/3018,89,20,22,74,75,80,13.5,57,64.4,1
EICN/2017/3615,64,11,23,57,40,64,10.6,47,50.2,1
EICN/2017/1461,86,13,17,73,61,89,5.2,36,46.4,1
EICN/2025/0955,86,23,18,58,44,69,11.1,27,44.2,1
EICN/2024/5059,75,17,11,78,72,87,9.5,37,47.5,1
EICN/2024/3830,100,19,30,81,88,100,14.1,65,73.9,1
EICN/2025/1347,80,14,21,83,98,92,4.4,46,58.6,1
EICN/2019/3787,72,17,7,63,72,82,5.8,40,45.5,1
EICN/2022/7002,70,18,11,59,63,82,4.3,34,43.7,1
EICN/2016/3350,86,18,22,71,79,100,8.5,39,54.5,1
EICN/2020/0950,72,13,11,64,65,84,7.6,34,41.9,1
EICN/2024/1713,100,23,9,71,74,88,7.7,50,55.5,1
EICN/2021/6118,97,16,19,78,71,100,19.7,61,62.9,1
EICN/2016/6364,90,24,16,64,53,81,12.2,58,60.7,1
EICN/2025/7181,76,14,15,44,51,55,5.8,43,45.5,1
EICN/2025/2680,87,16,16,61,64,66,18.1,47,52,1
EICN/2020/3738,92,16,24,85,79,100,6.8,59,65.9,1
EICN/2015/4725,64,17,13,61,71,67,6.8,35,45.7,1
EICN/2022/4594,78,17,16,88,89,99,12,60,64.2,1
EICN/2024/1459,62,21,11,55,68,57,8.2,37,46.8,1
EICN/2020/0766,49,0,15,48,44,41,13.9,25,29.2,0
EICN/2017/6820,70,4,22,49,32,62,13.8,54,48.1,1
